400,-14933.325,766.493,162.367,dno
401,-14919.786,776.555,163.778,dno
402,-14913.825,766.901,163.083,dno
403,-14911.363,761.017,160.880,dno
404,-14895.734,762.536,160.331,dno
405,-14896.821,776.388,163.627,dno
406,-14885.667,780.227,163.637,dno
407,-14878.781,760.328,160.344,dno
408,-14861.426,770.069,160.284,dno
409,-14865.954,788.548,163.660,dno
410,-14836.851,800.979,163.655,dno
411,-14827.551,785.183,160.438,dno
412,-14769.443,746.466,163.898,dno
413,-14791.576,759.256,161.579,dno
414,-14795.113,759.738,160.817,dno
415,-14813.524,750.398,160.368,dno
416,-14807.323,740.562,162.400,dno
417,-14813.508,728.701,163.333,dno
418,-14821.070,742.083,160.491,dno
419,-14838.167,742.091,160.349,dno
420,-14832.973,728.642,162.829,dno
421,-14845.290,724.086,162.719,dno
422,-14848.657,733.036,160.374,dno
423,-14864.784,731.918,160.244,dno
424,-14861.218,721.972,162.085,dno
425,-14873.485,701.248,162.749,dno
426,-14881.942,713.589,161.757,dno
427,-14890.496,730.857,160.313,dno
428,-14907.443,722.591,160.638,dno
429,-14899.966,710.500,161.435,dno
430,-14891.000,691.383,162.536,dno
431,-14907.816,679.514,162.755,dno
432,-14917.635,693.593,161.687,dno
433,-14934.075,723.952,160.031,dno
434,-14952.584,713.810,160.093,dno
435,-14936.990,693.164,160.134,dno
436,-14928.734,677.249,162.393,dno
437,-14919.864,653.023,163.344,dno
438,-14939.849,636.196,163.855,dno
439,-14952.756,658.356,162.447,dno
440,-14957.488,665.260,160.639,dno
441,-14964.488,676.105,159.883,dno
442,-14980.177,667.851,159.924,dno
443,-14973.970,655.834,160.369,dno
444,-14971.552,651.459,161.985,dno
445,-14963.097,627.300,163.507,dno
446,-14988.325,621.800,163.425,dno
447,-15000.336,637.430,162.652,dno
448,-15011.041,645.874,159.945,dno
449,-15021.463,663.326,159.668,dno
450,-15032.970,652.117,159.614,dno
451,-15022.721,638.918,160.026,dno
452,-15017.430,629.068,162.689,dno
453,-15009.465,608.783,163.676,dno
454,-15031.805,594.790,163.343,dno
455,-15051.674,618.617,161.929,dno
456,-15060.458,630.035,159.988,dno
457,-15066.665,641.620,159.446,dno
458,-15074.800,624.536,159.484,dno
459,-15065.781,609.200,162.078,dno
460,-15050.650,577.762,163.379,dno
461,-15056.974,562.392,163.821,dno
462,-15067.279,572.467,162.904,dno
463,-15085.681,601.458,161.669,dno
464,-15090.471,607.718,159.453,dno
465,-15097.510,596.617,159.458,dno
466,-15095.018,592.808,161.440,dno
467,-15082.897,582.475,162.476,dno
468,-15069.629,566.614,162.915,dno
469,-15067.225,556.393,163.510,dno
470,-15079.900,562.152,162.575,dno
471,-15100.052,580.539,162.064,dno
472,-15108.851,589.313,161.252,dno
473,-15116.986,594.070,159.531,dno
474,-15128.792,586.904,159.582,dno
475,-15115.312,582.345,161.197,dno
